,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket,vote_percentage
2730,2022,OREGON,OR,41,92,72,US HOUSE,5,GEN,False,False,LORI CHAVEZ-DEREMER,REPUBLICAN,False,TOTAL,178813,351233,False,20250910,False,50.91
2731,2022,OREGON,OR,41,92,72,US HOUSE,5,GEN,False,False,JAMIE MCLEOD-SKINNER,DEMOCRAT,False,TOTAL,171514,351233,False,20250910,False,48.83
2733,2022,OREGON,OR,41,92,72,US HOUSE,6,GEN,False,False,MIKE ERICKSON,REPUBLICAN,False,TOTAL,139946,294377,False,20250910,False,47.54
2734,2022,OREGON,OR,41,92,72,US HOUSE,6,GEN,False,False,ANDREA SALINAS,DEMOCRAT,False,TOTAL,147156,294377,False,20250910,False,49.99
2737,2022,RHODE ISLAND,RI,44,15,5,US HOUSE,1,GEN,False,False,ALLEN R WATERS,REPUBLICAN,False,TOTAL,56055,156734,False,20250910,False,35.76
2738,2022,RHODE ISLAND,RI,44,15,5,US HOUSE,1,GEN,False,False,DAVID N CICILLINE,DEMOCRAT,False,TOTAL,100318,156734,False,20250910,False,64.01
2740,2022,RHODE ISLAND,RI,44,15,5,US HOUSE,2,GEN,False,False,ALLAN W FUNG,REPUBLICAN,False,TOTAL,93969,201089,False,20250910,False,46.73
2741,2022,RHODE ISLAND,RI,44,15,5,US HOUSE,2,GEN,False,False,SETH M MAGAZINER,DEMOCRAT,False,TOTAL,101432,201089,False,20250910,False,50.44
2744,2022,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,GEN,False,False,NANCY MACE,REPUBLICAN,False,TOTAL,153757,272681,False,20250910,False,56.39
2745,2022,SOUTH CAROLINA,SC,45,57,48,US HOUSE,1,GEN,False,False,ANNIE ANDREWS,DEMOCRAT,False,TOTAL,115796,272681,False,20250910,False,42.47
2748,2022,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,GEN,False,False,JOE WILSON,REPUBLICAN,False,TOTAL,147699,246126,False,20250910,False,60.01
2749,2022,SOUTH CAROLINA,SC,45,57,48,US HOUSE,2,GEN,False,False,JUDD LARKINS,DEMOCRAT,False,TOTAL,98081,246126,False,20250910,False,39.85
2751,2022,SOUTH CAROLINA,SC,45,57,48,US HOUSE,3,GEN,False,False,JEFF DUNCAN,REPUBLICAN,False,TOTAL,189971,194569,False,20250910,False,97.64
