,year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,unofficial,version,fusion_ticket,vote_percentage
613,2020,MICHIGAN,MI,26,34,23,US HOUSE,9,GEN,False,False,ANDY LEVIN,DEMOCRAT,False,TOTAL,230318,399117,False,20250910,False,57.71
614,2020,MICHIGAN,MI,26,34,23,US HOUSE,9,GEN,False,False,CHARLES J LANGWORTHY,REPUBLICAN,False,TOTAL,153296,399117,False,20250910,False,38.41
617,2020,MICHIGAN,MI,26,34,23,US HOUSE,10,GEN,False,False,KIMBERLY BIZON,DEMOCRAT,False,TOTAL,138179,409786,False,20250910,False,33.72
618,2020,MICHIGAN,MI,26,34,23,US HOUSE,10,GEN,False,False,LISA MCCLAIN,REPUBLICAN,False,TOTAL,271607,409786,False,20250910,False,66.28
619,2020,MICHIGAN,MI,26,34,23,US HOUSE,11,GEN,False,False,ERIC S ESSHAKI,REPUBLICAN,False,TOTAL,215405,450473,False,20250910,False,47.82
621,2020,MICHIGAN,MI,26,34,23,US HOUSE,11,GEN,False,False,HALEY M STEVENS,DEMOCRAT,False,TOTAL,226128,450473,False,20250910,False,50.2
623,2020,MICHIGAN,MI,26,34,23,US HOUSE,12,GEN,False,False,DEBBIE DINGELL,DEMOCRAT,False,TOTAL,254957,383823,False,20250910,False,66.43
625,2020,MICHIGAN,MI,26,34,23,US HOUSE,12,GEN,False,False,JEFF JONES,REPUBLICAN,False,TOTAL,117719,383823,False,20250910,False,30.67
630,2020,MICHIGAN,MI,26,34,23,US HOUSE,13,GEN,False,False,RASHIDA TLAIB,DEMOCRAT,False,TOTAL,223205,285885,False,20250910,False,78.08
632,2020,MICHIGAN,MI,26,34,23,US HOUSE,14,GEN,False,False,BRENDA L LAWRENCE,DEMOCRAT,False,TOTAL,271370,342303,False,20250910,False,79.28
638,2020,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,False,False,DAN FEEHAN,DEMOCRATIC-FARMER-LABOR,False,TOTAL,167890,368856,False,20250910,False,45.52
639,2020,MINNESOTA,MN,27,41,33,US HOUSE,1,GEN,False,False,JIM HAGEDORN,REPUBLICAN,False,TOTAL,179234,368856,False,20250910,False,48.59
642,2020,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,False,False,ANGIE CRAIG,DEMOCRAT,False,TOTAL,204534,424512,False,20250910,False,48.18
643,2020,MINNESOTA,MN,27,41,33,US HOUSE,2,GEN,False,False,TYLER KISTNER,REPUBLICAN,False,TOTAL,194954,424512,False,20250910,False,45.92
645,2020,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,False,False,DEAN PHILLIPS,DEMOCRAT,False,TOTAL,246666,443603,False,20250910,False,55.61
646,2020,MINNESOTA,MN,27,41,33,US HOUSE,3,GEN,False,False,KENDALL QUALLS,REPUBLICAN,False,TOTAL,196625,443603,False,20250910,False,44.32
648,2020,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,BETTY MCCOLLUM,DEMOCRAT,False,TOTAL,245813,389114,False,20250910,False,63.17
649,2020,MINNESOTA,MN,27,41,33,US HOUSE,4,GEN,False,False,GENE RECHTZIGEL,REPUBLICAN,False,TOTAL,112730,389114,False,20250910,False,28.97
652,2020,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,False,False,ILHAN OMAR,DEMOCRAT,False,TOTAL,255924,398229,False,20250910,False,64.27
653,2020,MINNESOTA,MN,27,41,33,US HOUSE,5,GEN,False,False,LACY JOHNSON,REPUBLICAN,False,TOTAL,102878,398229,False,20250910,False,25.83
656,2020,MINNESOTA,MN,27,41,33,US HOUSE,6,GEN,False,False,TAWNJA ZAHRADKA,DEMOCRATIC-FARMER-LABOR,False,TOTAL,140853,412307,False,20250910,False,34.16
657,2020,MINNESOTA,MN,27,41,33,US HOUSE,6,GEN,False,False,TOM EMMER,REPUBLICAN,False,TOTAL,270901,412307,False,20250910,False,65.7
659,2020,MINNESOTA,MN,27,41,33,US HOUSE,7,GEN,False,False,COLLIN C PETERSON,DEMOCRAT,False,TOTAL,144840,363477,False,20250910,False,39.85
660,2020,MINNESOTA,MN,27,41,33,US HOUSE,7,GEN,False,False,MICHELLE FISCHBACH,REPUBLICAN,False,TOTAL,194066,363477,False,20250910,False,53.39
665,2020,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,False,False,PETE STAUBER,REPUBLICAN,False,TOTAL,223432,393711,False,20250910,False,56.75
666,2020,MINNESOTA,MN,27,41,33,US HOUSE,8,GEN,False,False,QUINN NYSTROM,DEMOCRATIC-FARMER-LABOR,False,TOTAL,147853,393711,False,20250910,False,37.55
668,2020,MISSISSIPPI,MS,28,64,46,US HOUSE,1,GEN,False,False,ANTONIA ELIASON,DEMOCRAT,False,TOTAL,104008,332795,False,20250910,False,31.25
669,2020,MISSISSIPPI,MS,28,64,46,US HOUSE,1,GEN,False,False,TRENT KELLY,REPUBLICAN,False,TOTAL,228787,332795,False,20250910,False,68.75
670,2020,MISSISSIPPI,MS,28,64,46,US HOUSE,2,GEN,False,False,BENNIE G THOMPSON,DEMOCRAT,False,TOTAL,196224,297234,False,20250910,False,66.02
671,2020,MISSISSIPPI,MS,28,64,46,US HOUSE,2,GEN,False,False,BRIAN FLOWERS,REPUBLICAN,False,TOTAL,101010,297234,False,20250910,False,33.98
672,2020,MISSISSIPPI,MS,28,64,46,US HOUSE,3,GEN,False,False,"DOROTHY \""DOT\"" BENFORD",DEMOCRAT,False,TOTAL,120782,341846,False,20250910,False,35.33
673,2020,MISSISSIPPI,MS,28,64,46,US HOUSE,3,GEN,False,False,MICHAEL GUEST,REPUBLICAN,False,TOTAL,221064,341846,False,20250910,False,64.67
674,2020,MISSISSIPPI,MS,28,64,46,US HOUSE,4,GEN,False,False,STEVEN M PALAZZO,REPUBLICAN,False,TOTAL,255971,255971,False,20250910,False,100.0
677,2020,MISSOURI,MO,29,43,34,US HOUSE,1,GEN,False,False,CORI BUSH,DEMOCRAT,False,TOTAL,249087,316171,False,20250910,False,78.78
679,2020,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,False,False,ANN WAGNER,REPUBLICAN,False,TOTAL,233157,449348,False,20250910,False,51.89
681,2020,MISSOURI,MO,29,43,34,US HOUSE,2,GEN,False,False,JILL SCHUPP,DEMOCRAT,False,TOTAL,204540,449348,False,20250910,False,45.52
683,2020,MISSOURI,MO,29,43,34,US HOUSE,3,GEN,False,False,BLAINE LUETKEMEYER,REPUBLICAN,False,TOTAL,282866,407348,False,20250910,False,69.44
685,2020,MISSOURI,MO,29,43,34,US HOUSE,3,GEN,False,False,MEGAN REZABEK,DEMOCRAT,False,TOTAL,116095,407348,False,20250910,False,28.5
687,2020,MISSOURI,MO,29,43,34,US HOUSE,4,GEN,False,False,LINDSEY SIMMONS,DEMOCRAT,False,TOTAL,107635,362836,False,20250910,False,29.66
689,2020,MISSOURI,MO,29,43,34,US HOUSE,4,GEN,False,False,VICKY HARTZLER,REPUBLICAN,False,TOTAL,245247,362836,False,20250910,False,67.59
692,2020,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,False,False,EMANUEL CLEAVER,DEMOCRAT,False,TOTAL,207180,352430,False,20250910,False,58.79
695,2020,MISSOURI,MO,29,43,34,US HOUSE,5,GEN,False,False,RYAN DERKS,REPUBLICAN,False,TOTAL,135934,352430,False,20250910,False,38.57
696,2020,MISSOURI,MO,29,43,34,US HOUSE,6,GEN,False,False,GENA L ROSS,DEMOCRAT,False,TOTAL,118926,385779,False,20250910,False,30.83
698,2020,MISSOURI,MO,29,43,34,US HOUSE,6,GEN,False,False,SAM GRAVES,REPUBLICAN,False,TOTAL,258709,385779,False,20250910,False,67.06
700,2020,MISSOURI,MO,29,43,34,US HOUSE,7,GEN,False,False,BILLY LONG,REPUBLICAN,False,TOTAL,254318,369283,False,20250910,False,68.87
703,2020,MISSOURI,MO,29,43,34,US HOUSE,7,GEN,False,False,TERESA MONTSENY,DEMOCRAT,False,TOTAL,98111,369283,False,20250910,False,26.57
704,2020,MISSOURI,MO,29,43,34,US HOUSE,8,GEN,False,False,JASON SMITH,REPUBLICAN,False,TOTAL,253811,330226,False,20250910,False,76.86
705,2020,MISSOURI,MO,29,43,34,US HOUSE,8,GEN,False,False,KATHY ELLIS,DEMOCRAT,False,TOTAL,70561,330226,False,20250910,False,21.37
707,2020,MONTANA,MT,30,81,64,US HOUSE,0,GEN,False,False,KATHLEEN WILLIAMS,DEMOCRAT,False,TOTAL,262340,601509,False,20250910,False,43.61
708,2020,MONTANA,MT,30,81,64,US HOUSE,0,GEN,False,False,MATT ROSENDALE,REPUBLICAN,False,TOTAL,339169,601509,False,20250910,False,56.39
710,2020,NEBRASKA,NE,31,46,35,US HOUSE,1,GEN,False,False,JEFF FORTENBERRY,REPUBLICAN,False,TOTAL,189006,317566,False,20250910,False,59.52
711,2020,NEBRASKA,NE,31,46,35,US HOUSE,1,GEN,False,False,KATE BOLZ,DEMOCRAT,False,TOTAL,119622,317566,False,20250910,False,37.67
712,2020,NEBRASKA,NE,31,46,35,US HOUSE,2,GEN,False,False,DON BACON,REPUBLICAN,False,TOTAL,171071,336962,False,20250910,False,50.77
713,2020,NEBRASKA,NE,31,46,35,US HOUSE,2,GEN,False,False,KARA EASTMAN,DEMOCRAT,False,TOTAL,155706,336962,False,20250910,False,46.21
715,2020,NEBRASKA,NE,31,46,35,US HOUSE,3,GEN,False,False,ADRIAN SMITH,REPUBLICAN,False,TOTAL,225157,286770,False,20250910,False,78.51
718,2020,NEVADA,NV,32,88,65,US HOUSE,1,GEN,False,False,DINA TITUS,DEMOCRAT,False,TOTAL,137868,223213,False,20250910,False,61.77
719,2020,NEVADA,NV,32,88,65,US HOUSE,1,GEN,False,False,JOYCE BENTLEY,REPUBLICAN,False,TOTAL,74490,223213,False,20250910,False,33.37
723,2020,NEVADA,NV,32,88,65,US HOUSE,2,GEN,False,False,MARK E AMODEI,REPUBLICAN,False,TOTAL,216078,382673,False,20250910,False,56.47
724,2020,NEVADA,NV,32,88,65,US HOUSE,2,GEN,False,False,PATRICIA ACKERMAN,DEMOCRAT,False,TOTAL,155780,382673,False,20250910,False,40.71
725,2020,NEVADA,NV,32,88,65,US HOUSE,3,GEN,False,False,"DAN \""BIG DAN\"" RODIMER",REPUBLICAN,False,TOTAL,190975,417252,False,20250910,False,45.77
728,2020,NEVADA,NV,32,88,65,US HOUSE,3,GEN,False,False,SUSIE LEE,DEMOCRAT,False,TOTAL,203421,417252,False,20250910,False,48.75
730,2020,NEVADA,NV,32,88,65,US HOUSE,4,GEN,False,False,JIM MARCHANT,REPUBLICAN,False,TOTAL,152284,332469,False,20250910,False,45.8
732,2020,NEVADA,NV,32,88,65,US HOUSE,4,GEN,False,False,STEVEN HORSFORD,DEMOCRAT,False,TOTAL,168457,332469,False,20250910,False,50.67
733,2020,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,1,GEN,False,False,CHRIS PAPPAS,DEMOCRAT,False,TOTAL,205606,400661,False,20250910,False,51.32
734,2020,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,1,GEN,False,False,MATT MOWERS,REPUBLICAN,False,TOTAL,185159,400661,False,20250910,False,46.21
738,2020,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,2,GEN,False,False,ANN M KUSTER,DEMOCRAT,False,TOTAL,208289,386441,False,20250910,False,53.9
739,2020,NEW HAMPSHIRE,NH,33,12,4,US HOUSE,2,GEN,False,False,STEVEN NEGRON,REPUBLICAN,False,TOTAL,168886,386441,False,20250910,False,43.7
741,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,1,GEN,False,False,CLAIRE H GUSTAFSON,REPUBLICAN,False,TOTAL,144463,385030,False,20250910,False,37.52
742,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,1,GEN,False,False,DONALD NORCROSS,DEMOCRAT,False,TOTAL,240567,385030,False,20250910,False,62.48
743,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,2,GEN,False,False,AMY KENNEDY,DEMOCRAT,False,TOTAL,173849,376547,False,20250910,False,46.17
744,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,2,GEN,False,False,JEFFERSON VAN DREW,REPUBLICAN,False,TOTAL,195526,376547,False,20250910,False,51.93
747,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,3,GEN,False,False,ANDY KIM,DEMOCRAT,False,TOTAL,229840,431762,False,20250910,False,53.23
748,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,3,GEN,False,False,DAVID RICHTER,REPUBLICAN,False,TOTAL,196327,431762,False,20250910,False,45.47
752,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,4,GEN,False,False,CHRISTOPHER H SMITH,REPUBLICAN,False,TOTAL,254103,424368,False,20250910,False,59.88
755,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,4,GEN,False,False,STEPHANIE SCHMID,DEMOCRAT,False,TOTAL,162420,424368,False,20250910,False,38.27
756,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,5,GEN,False,False,FRANK T PALLOTTA,REPUBLICAN,False,TOTAL,193333,423636,False,20250910,False,45.64
757,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,5,GEN,False,False,JOSH GOTTHEIMER,DEMOCRAT,False,TOTAL,225175,423636,False,20250910,False,53.15
759,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,6,GEN,False,False,CHRISTIAN ONUOHA,REPUBLICAN,False,TOTAL,126760,326408,False,20250910,False,38.83
760,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,6,GEN,False,False,FRANK PALLONE JR,DEMOCRAT,False,TOTAL,199648,326408,False,20250910,False,61.17
761,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,7,GEN,False,False,THOMAS H KEAN JR,REPUBLICAN,False,TOTAL,214318,433947,False,20250910,False,49.39
762,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,7,GEN,False,False,TOM MALINOWSKI,DEMOCRAT,False,TOTAL,219629,433947,False,20250910,False,50.61
763,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,8,GEN,False,False,ALBIO SIRES,DEMOCRAT,False,TOTAL,176758,238773,False,20250910,False,74.03
765,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,8,GEN,False,False,JASON TODD MUSHNICK,REPUBLICAN,False,TOTAL,58686,238773,False,20250910,False,24.58
766,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,9,GEN,False,False,BILL PASCRELL JR,DEMOCRAT,False,TOTAL,203674,309542,False,20250910,False,65.8
767,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,9,GEN,False,False,BILLY PREMPEH,REPUBLICAN,False,TOTAL,98629,309542,False,20250910,False,31.86
770,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,10,GEN,False,False,DONALD M PAYNE JR,DEMOCRAT,False,TOTAL,241522,290009,False,20250910,False,83.28
774,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,11,GEN,False,False,MIKIE SHERRILL,DEMOCRAT,False,TOTAL,235163,441176,False,20250910,False,53.3
775,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,11,GEN,False,False,ROSEMARY BECCHI,REPUBLICAN,False,TOTAL,206013,441176,False,20250910,False,46.7
776,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,12,GEN,False,False,BONNIE WATSON COLEMAN,DEMOCRAT,False,TOTAL,230883,351725,False,20250910,False,65.64
779,2020,NEW JERSEY,NJ,34,22,12,US HOUSE,12,GEN,False,False,MARK RAZZOLI,REPUBLICAN,False,TOTAL,114591,351725,False,20250910,False,32.58
780,2020,NEW MEXICO,NM,35,85,66,US HOUSE,1,GEN,False,False,DEBRA A HAALAND,DEMOCRAT,False,TOTAL,186953,321290,False,20250910,False,58.19
781,2020,NEW MEXICO,NM,35,85,66,US HOUSE,1,GEN,False,False,MICHELLE GARCIA HOLMES,REPUBLICAN,False,TOTAL,134337,321290,False,20250910,False,41.81
783,2020,NEW MEXICO,NM,35,85,66,US HOUSE,2,GEN,False,False,XOCHITL TORRES SMALL,DEMOCRAT,False,TOTAL,122546,264946,False,20250910,False,46.25
784,2020,NEW MEXICO,NM,35,85,66,US HOUSE,2,GEN,False,False,YVETTE HERRELL,REPUBLICAN,False,TOTAL,142283,264946,False,20250910,False,53.7
785,2020,NEW MEXICO,NM,35,85,66,US HOUSE,3,GEN,False,False,ALEXIS M JOHNSON,REPUBLICAN,False,TOTAL,131166,317448,False,20250910,False,41.32
786,2020,NEW MEXICO,NM,35,85,66,US HOUSE,3,GEN,False,False,TERESA LEGER FERNANDEZ,DEMOCRAT,False,TOTAL,186282,317448,False,20250910,False,58.68
789,2020,NEW YORK,NY,36,21,13,US HOUSE,1,GEN,False,False,LEE M ZELDIN,REPUBLICAN,False,TOTAL,180855,389014,False,20250910,True,46.49
790,2020,NEW YORK,NY,36,21,13,US HOUSE,1,GEN,False,False,NANCY S GOROFF,DEMOCRAT,False,TOTAL,160978,389014,False,20250910,True,41.38
797,2020,NEW YORK,NY,36,21,13,US HOUSE,2,GEN,False,False,ANDREW R GARBARINO,REPUBLICAN,False,TOTAL,158151,358617,False,20250910,True,44.1
800,2020,NEW YORK,NY,36,21,13,US HOUSE,2,GEN,False,False,JACKIE GORDON,DEMOCRAT,False,TOTAL,144849,358617,False,20250910,True,40.39
807,2020,NEW YORK,NY,36,21,13,US HOUSE,3,GEN,False,False,GEORGE AD SANTOS,REPUBLICAN,False,TOTAL,147461,398887,False,20250910,True,36.97
809,2020,NEW YORK,NY,36,21,13,US HOUSE,3,GEN,False,False,THOMAS R SUOZZI,DEMOCRAT,False,TOTAL,196056,398887,False,20250910,True,49.15
816,2020,NEW YORK,NY,36,21,13,US HOUSE,4,GEN,False,False,DOUGLAS L TUMAN,REPUBLICAN,False,TOTAL,139559,385015,False,20250910,True,36.25
818,2020,NEW YORK,NY,36,21,13,US HOUSE,4,GEN,False,False,KATHLEEN M RICE,DEMOCRAT,False,TOTAL,199762,385015,False,20250910,False,51.88
822,2020,NEW YORK,NY,36,21,13,US HOUSE,5,GEN,False,False,GREGORY W MEEKS,DEMOCRAT,False,TOTAL,229125,277909,False,20250910,False,82.45
826,2020,NEW YORK,NY,36,21,13,US HOUSE,6,GEN,False,False,GRACE MENG,DEMOCRAT,False,TOTAL,144149,249493,False,20250910,True,57.78
830,2020,NEW YORK,NY,36,21,13,US HOUSE,6,GEN,False,False,THOMAS J ZMICH,REPUBLICAN,False,TOTAL,67735,249493,False,20250910,True,27.15
838,2020,NEW YORK,NY,36,21,13,US HOUSE,7,GEN,False,False,NYDIA M VELAZQUEZ,DEMOCRAT,False,TOTAL,156889,235169,False,20250910,True,66.71
845,2020,NEW YORK,NY,36,21,13,US HOUSE,8,GEN,False,False,HAKEEM S JEFFRIES,DEMOCRAT,False,TOTAL,207111,285735,False,20250910,True,72.48
857,2020,NEW YORK,NY,36,21,13,US HOUSE,9,GEN,False,False,YVETTE D CLARKE,DEMOCRAT,False,TOTAL,195758,287412,False,20250910,True,68.11
860,2020,NEW YORK,NY,36,21,13,US HOUSE,10,GEN,False,False,CATHY A BERNSTEIN,REPUBLICAN,False,TOTAL,61045,289130,False,20250910,True,21.11
861,2020,NEW YORK,NY,36,21,13,US HOUSE,10,GEN,False,False,JERROLD L NADLER,DEMOCRAT,False,TOTAL,181215,289130,False,20250910,True,62.68
867,2020,NEW YORK,NY,36,21,13,US HOUSE,11,GEN,False,False,MAX N ROSE,DEMOCRAT,False,TOTAL,134625,301351,False,20250910,True,44.67
870,2020,NEW YORK,NY,36,21,13,US HOUSE,11,GEN,False,False,NICOLE MALLIOTAKIS,REPUBLICAN,False,TOTAL,143420,301351,False,20250910,True,47.59
876,2020,NEW YORK,NY,36,21,13,US HOUSE,12,GEN,False,False,CAROLYN B MALONEY,DEMOCRAT,False,TOTAL,265172,336079,False,20250910,False,78.9
881,2020,NEW YORK,NY,36,21,13,US HOUSE,13,GEN,False,False,ADRIANO ESPAILLAT,DEMOCRAT,False,TOTAL,202916,267236,False,20250910,True,75.93
888,2020,NEW YORK,NY,36,21,13,US HOUSE,14,GEN,False,False,ALEXANDRIA OCASIO-CORTEZ,DEMOCRAT,False,TOTAL,152661,223611,False,20250910,False,68.27
890,2020,NEW YORK,NY,36,21,13,US HOUSE,14,GEN,False,False,JOHN C CUMMINGS,REPUBLICAN,False,TOTAL,52477,223611,False,20250910,True,23.47
897,2020,NEW YORK,NY,36,21,13,US HOUSE,15,GEN,False,False,RITCHIE TORRES,DEMOCRAT,False,TOTAL,169533,200205,False,20250910,False,84.68
901,2020,NEW YORK,NY,36,21,13,US HOUSE,16,GEN,False,False,JAMAAL BOWMAN,DEMOCRAT,False,TOTAL,218514,315156,False,20250910,False,69.34
907,2020,NEW YORK,NY,36,21,13,US HOUSE,17,GEN,False,False,MAUREEN MCARDLE SCHULMAN,REPUBLICAN,False,TOTAL,117309,359958,False,20250910,False,32.59
909,2020,NEW YORK,NY,36,21,13,US HOUSE,17,GEN,False,False,MONDAIRE JONES,DEMOCRAT,False,TOTAL,183976,359958,False,20250910,True,51.11
916,2020,NEW YORK,NY,36,21,13,US HOUSE,18,GEN,False,False,CHELE C FARLEY,REPUBLICAN,False,TOTAL,128611,358738,False,20250910,True,35.85
919,2020,NEW YORK,NY,36,21,13,US HOUSE,18,GEN,False,False,SEAN PATRICK MALONEY,DEMOCRAT,False,TOTAL,171161,358738,False,20250910,True,47.71
925,2020,NEW YORK,NY,36,21,13,US HOUSE,19,GEN,False,False,ANTONIO DELGADO,DEMOCRAT,False,TOTAL,168281,370433,False,20250910,True,45.43
928,2020,NEW YORK,NY,36,21,13,US HOUSE,19,GEN,False,False,KYLE VAN DE WATER,REPUBLICAN,False,TOTAL,151475,370433,False,20250910,False,40.89
935,2020,NEW YORK,NY,36,21,13,US HOUSE,20,GEN,False,False,ELIZABETH L JOY,REPUBLICAN,False,TOTAL,120839,369372,False,20250910,True,32.71
937,2020,NEW YORK,NY,36,21,13,US HOUSE,20,GEN,False,False,PAUL D TONKO,DEMOCRAT,False,TOTAL,194071,369372,False,20250910,True,52.54
945,2020,NEW YORK,NY,36,21,13,US HOUSE,21,GEN,False,False,ELISE M STEFANIK,REPUBLICAN,False,TOTAL,169684,325798,False,20250910,True,52.08
946,2020,NEW YORK,NY,36,21,13,US HOUSE,21,GEN,False,False,TEDRA L COBB,DEMOCRAT,False,TOTAL,122422,325798,False,20250910,True,37.58
951,2020,NEW YORK,NY,36,21,13,US HOUSE,22,GEN,False,False,ANTHONY J BRINDISI,DEMOCRAT,False,TOTAL,138898,326568,False,20250910,True,42.53
955,2020,NEW YORK,NY,36,21,13,US HOUSE,22,GEN,False,False,CLAUDIA TENNEY,REPUBLICAN,False,TOTAL,143291,326568,False,20250910,True,43.88
963,2020,NEW YORK,NY,36,21,13,US HOUSE,23,GEN,False,False,TOM REED,REPUBLICAN,False,TOTAL,161800,323865,False,20250910,True,49.96
964,2020,NEW YORK,NY,36,21,13,US HOUSE,23,GEN,False,False,TRACY MITRANO,DEMOCRAT,False,TOTAL,116025,323865,False,20250910,True,35.83
969,2020,NEW YORK,NY,36,21,13,US HOUSE,24,GEN,False,False,DANA BALTER,DEMOCRAT,False,TOTAL,147877,352683,False,20250910,False,41.93
972,2020,NEW YORK,NY,36,21,13,US HOUSE,24,GEN,False,False,JOHN M KATKO,REPUBLICAN,False,TOTAL,156236,352683,False,20250910,True,44.3
978,2020,NEW YORK,NY,36,21,13,US HOUSE,25,GEN,False,False,GEORGE MITRIS,REPUBLICAN,False,TOTAL,115940,367377,False,20250910,True,31.56
979,2020,NEW YORK,NY,36,21,13,US HOUSE,25,GEN,False,False,JOSEPH D MORELLE,DEMOCRAT,False,TOTAL,187503,367377,False,20250910,True,51.04
986,2020,NEW YORK,NY,36,21,13,US HOUSE,26,GEN,False,False,BRIAN HIGGINS,DEMOCRAT,False,TOTAL,202400,337867,False,20250910,True,59.91
990,2020,NEW YORK,NY,36,21,13,US HOUSE,26,GEN,False,False,RICKY T DONOVAN SR,REPUBLICAN,False,TOTAL,91706,337867,False,20250910,False,27.14
996,2020,NEW YORK,NY,36,21,13,US HOUSE,27,GEN,False,False,CHRIS JACOBS,REPUBLICAN,False,TOTAL,192619,397802,False,20250910,True,48.42
998,2020,NEW YORK,NY,36,21,13,US HOUSE,27,GEN,False,False,NATHAN D MCMURRAY,DEMOCRAT,False,TOTAL,136686,397802,False,20250910,True,34.36
1003,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,1,GEN,False,False,G K BUTTERFIELD,DEMOCRAT,False,TOTAL,188870,348618,False,20250910,False,54.18
1004,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,1,GEN,False,False,SANDY SMITH,REPUBLICAN,False,TOTAL,159748,348618,False,20250910,False,45.82
1005,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,2,GEN,False,False,ALAN D SWAIN,REPUBLICAN,False,TOTAL,172544,495345,False,20250910,False,34.83
1006,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,2,GEN,False,False,DEBORAH K ROSS,DEMOCRAT,False,TOTAL,311887,495345,False,20250910,False,62.96
1008,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,3,GEN,False,False,DARYL FARROW,DEMOCRAT,False,TOTAL,132752,362552,False,20250910,False,36.62
1009,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,3,GEN,False,False,GREGORY F MURPHY,REPUBLICAN,False,TOTAL,229800,362552,False,20250910,False,63.38
1010,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,4,GEN,False,False,DAVID E PRICE,DEMOCRAT,False,TOTAL,332421,493719,False,20250910,False,67.33
1011,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,4,GEN,False,False,ROBERT THOMAS,REPUBLICAN,False,TOTAL,161298,493719,False,20250910,False,32.67
1012,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,5,GEN,False,False,DAVID WILSON BROWN,DEMOCRAT,False,TOTAL,119846,385244,False,20250910,False,31.11
1014,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,5,GEN,False,False,VIRGINIA FOXX,REPUBLICAN,False,TOTAL,257843,385244,False,20250910,False,66.93
1015,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,6,GEN,False,False,KATHY MANNING,DEMOCRAT,False,TOTAL,253531,407129,False,20250910,False,62.27
1016,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,6,GEN,False,False,LEE HAYWOOD,REPUBLICAN,False,TOTAL,153598,407129,False,20250910,False,37.73
1017,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,7,GEN,False,False,CHRISTOPHER M WARD,DEMOCRAT,False,TOTAL,179045,452208,False,20250910,False,39.59
1018,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,7,GEN,False,False,DAVID ROUZER,REPUBLICAN,False,TOTAL,272443,452208,False,20250910,False,60.25
1021,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,8,GEN,False,False,PATRICIA TIMMONS-GOODSON,DEMOCRAT,False,TOTAL,177781,380555,False,20250910,False,46.72
1022,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,8,GEN,False,False,RICHARD HUDSON,REPUBLICAN,False,TOTAL,202774,380555,False,20250910,False,53.28
1023,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,9,GEN,False,False,CYNTHIA L WALLACE,DEMOCRAT,False,TOTAL,179463,404124,False,20250910,False,44.41
1024,2020,NORTH CAROLINA,NC,37,56,47,US HOUSE,9,GEN,False,False,DAN BISHOP,REPUBLICAN,False,TOTAL,224661,404124,False,20250910,False,55.59
